opportunity_id,sales_agent,product,account,deal_outcome,engage_date,close_date,deal_duration,deal_duration_bucket_month,close_value,price_adjustment_pct
EZRICI17,Gladys Colclough,MG Advanced,Rundofase,Lost,2017-03-15,2017-06-28,105,3-4,0.0,0.0
BAXENBTS,Kary Hendrixson,GTX Pro,Finjob,Lost,2017-03-15,2017-05-06,52,2,0.0,0.0
086279IX,Kary Hendrixson,GTX Pro,Kan-code,Won,2017-03-15,2017-06-14,91,3-4,4369.0,-0.09375648205766439
6EEC9HQQ,Kary Hendrixson,GTX Pro,Y-corporation,Won,2017-03-15,2017-05-21,67,3-4,4878.0,0.011823273179838207
MHN0SWM2,Lajuana Vencill,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-15,2017-06-21,98,3-4,4527.0,-0.17420649398029917
8SKE4TT5,Maureen Marcano,GTX Plus Basic,Xx-holding,Lost,2017-03-15,2017-05-30,76,3-4,0.0,0.0
IGELOJ42,Moses Frase,GTX Plus Pro,Cancity,Won,2017-03-15,2017-06-03,80,3-4,6102.0,0.11309740970448741
0LMA8GMJ,Rosie Papadopoulos,GTX Plus Pro,Bubba Gump,Won,2017-03-15,2017-05-10,56,2,4983.0,-0.0910251732944181
E40RN3MN,Versie Hillebrand,MG Special,Isdom,Won,2017-03-15,2017-03-25,10,0-1,47.0,-0.14545454545454545
093R7PK9,Vicki Laflamme,MG Special,Zoomit,Won,2017-03-15,2017-06-11,88,3-4,52.0,-0.05454545454545454
I8A9OXP2,Violet Mclelland,GTX Pro,Gekko & Co,Won,2017-03-15,2017-06-25,102,3-4,5031.0,0.043559427504667084
7IFEKEMG,Violet Mclelland,MG Special,Bioplex,Won,2017-03-15,2017-06-06,83,3-4,53.0,-0.03636363636363636
K2KK9SW2,Anna Snelling,GTX Basic,Inity,Won,2017-03-16,2017-05-02,47,2,550.0,0.0
8SIG4C8X,Boris Faz,GTX Pro,Donquadtech,Won,2017-03-16,2017-06-06,82,3-4,5223.0,0.08338518979464841
K4ETVW4H,Boris Faz,MG Special,Betasoloin,Won,2017-03-16,2017-05-12,57,2,53.0,-0.03636363636363636
YA2NDY1H,Cassey Cress,GTX Pro,Bluth Company,Won,2017-03-16,2017-05-17,62,3-4,4519.0,-0.06264260526861647
G6DYTQQE,Corliss Cosme,GTX Pro,Vehement Capital Partners,Won,2017-03-16,2017-06-01,77,3-4,4833.0,0.002489110143123833
RZZ9K7UN,Daniell Hammack,GTX Plus Pro,Zencorporation,Won,2017-03-16,2017-06-29,105,3-4,5407.0,-0.013681138270704123
3918OU6O,Darcel Schlecht,GTX Basic,Rundofase,Lost,2017-03-16,2017-05-02,47,2,0.0,0.0
YZ9ZKK3P,Hayden Neloms,MG Special,Finjob,Won,2017-03-16,2017-05-08,53,2,56.0,0.01818181818181818
E1921PBZ,Kary Hendrixson,GTX Basic,Finjob,Won,2017-03-16,2017-05-23,68,3-4,468.0,-0.14909090909090908
0E761F02,Kary Hendrixson,GTX Basic,Kan-code,Won,2017-03-16,2017-05-02,47,2,579.0,0.05272727272727273
HDBNC8W1,Lajuana Vencill,MG Advanced,Treequote,Won,2017-03-16,2017-06-11,87,3-4,3185.0,-0.06130268199233716
KP6NOWM7,Markita Hansen,MG Special,Cheers,Won,2017-03-16,2017-06-03,79,3-4,54.0,-0.01818181818181818
HPYLUU5P,Maureen Marcano,MG Special,Newex,Won,2017-03-16,2017-06-26,102,3-4,62.0,0.12727272727272726
I7AH5FW0,Moses Frase,GTX Basic,Dambase,Lost,2017-03-16,2017-05-23,68,3-4,0.0,0.0
RSFYKC1F,Moses Frase,GTX Basic,Betatech,Won,2017-03-16,2017-06-25,101,3-4,619.0,0.12545454545454546
RMW0TRSZ,Rosalina Dieter,MG Special,Golddex,Lost,2017-03-16,2017-05-20,65,3-4,0.0,0.0
GNENBXRW,Rosalina Dieter,MG Special,Hatfan,Lost,2017-03-16,2017-05-17,62,3-4,0.0,0.0
L20NI94X,Rosalina Dieter,MG Advanced,Xx-holding,Lost,2017-03-16,2017-06-05,81,3-4,0.0,0.0
CG65AS6X,Vicki Laflamme,GTX Pro,Xx-holding,Won,2017-03-16,2017-03-29,13,0-1,4408.0,-0.08566687409251193
9XV6GX8D,Zane Levy,GTX Basic,Cheers,Won,2017-03-16,2017-06-07,83,3-4,605.0,0.1
IDIMBX0N,Anna Snelling,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-17,2017-03-26,9,0-1,6064.0,0.10616563298066399
W75XU368,Cassey Cress,GTX Basic,Plussunin,Won,2017-03-17,2017-06-17,92,3-4,641.0,0.16545454545454547
WIY2Q0Q5,Cassey Cress,GTX Basic,Vehement Capital Partners,Won,2017-03-17,2017-05-17,61,3-4,491.0,-0.10727272727272727
7V1FQBL9,Corliss Cosme,GTX Pro,Plussunin,Lost,2017-03-17,2017-05-03,47,2,0.0,0.0
4PXSBQU8,Darcel Schlecht,MG Special,Codehow,Won,2017-03-17,2017-05-27,71,3-4,47.0,-0.14545454545454545
QRKHWNRB,Elease Gluck,MG Special,Faxquote,Won,2017-03-17,2017-06-25,100,3-4,63.0,0.14545454545454545
1YGNHE69,Garret Kinder,MG Advanced,Sumace,Won,2017-03-17,2017-05-18,62,3-4,3291.0,-0.030061892130857647
TAEUD0HP,Hayden Neloms,GTX Plus Basic,Singletechno,Won,2017-03-17,2017-06-10,85,3-4,1188.0,0.08394160583941605
72TBO2HA,Kary Hendrixson,GTX Basic,Cheers,Lost,2017-03-17,2017-05-08,52,2,0.0,0.0
FCW4SAAP,Kary Hendrixson,GTX Basic,Scotfind,Won,2017-03-17,2017-06-11,86,3-4,478.0,-0.13090909090909092
DEH0MYSO,Kary Hendrixson,MG Special,Green-Plus,Won,2017-03-17,2017-05-24,68,3-4,60.0,0.09090909090909091
PEVJ6O6R,Reed Clapper,GTX Pro,Silis,Won,2017-03-17,2017-03-27,10,0-1,4064.0,-0.1570213648620618
T02CX0BY,Reed Clapper,MG Advanced,Ontomedia,Won,2017-03-17,2017-03-31,14,0-1,2550.0,-0.2484526967285588
SSX3QRTB,Rosie Papadopoulos,MG Special,Bioplex,Lost,2017-03-17,2017-05-08,52,2,0.0,0.0
UBX7TMQG,Versie Hillebrand,GTX Plus Pro,Dontechi,Lost,2017-03-17,2017-05-10,54,2,0.0,0.0
RR5AMWPQ,Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Lost,2017-03-17,2017-05-16,60,2,0.0,0.0
FHLNW3WH,Versie Hillebrand,MG Advanced,Statholdings,Won,2017-03-17,2017-06-21,96,3-4,3378.0,-0.004420866489832007
IAVMELUO,Wilburn Farren,GTX Pro,Gekko & Co,Won,2017-03-17,2017-05-30,74,3-4,6135.0,0.2725575606720597
PRMMZX9O,Zane Levy,GTX Plus Basic,Newex,Won,2017-03-17,2017-06-02,77,3-4,999.0,-0.0885036496350365
ZZFES7ID,Zane Levy,MG Special,Singletechno,Won,2017-03-17,2017-06-05,80,3-4,52.0,-0.05454545454545454
G7PNQB9M,Anna Snelling,GTX Plus Basic,Warephase,Lost,2017-03-18,2017-05-25,68,3-4,0.0,0.0
Z0R5O2VW,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-03-18,2017-05-24,67,3-4,0.0,0.0
VS0TWECS,Cassey Cress,GTX Basic,Plussunin,Won,2017-03-18,2017-06-18,92,3-4,530.0,-0.03636363636363636
XN7EV14M,Cecily Lampkin,GTX Basic,Konmatfix,Won,2017-03-18,2017-05-09,52,2,538.0,-0.02181818181818182
P5BRH80Z,Cecily Lampkin,MG Special,Rundofase,Won,2017-03-18,2017-03-27,9,0-1,53.0,-0.03636363636363636
CQVDJR45,Darcel Schlecht,GTX Pro,Scottech,Won,2017-03-18,2017-06-12,86,3-4,5416.0,0.12341837792989006
QUFCX2MF,Elease Gluck,MG Special,Scotfind,Lost,2017-03-18,2017-05-27,70,3-4,0.0,0.0
RW13VT8T,Garret Kinder,GTX Plus Pro,Mathtouch,Won,2017-03-18,2017-05-11,54,2,4995.0,-0.08883619117110543
5LJ47CVS,James Ascencio,GTX Basic,Sonron,Lost,2017-03-18,2017-06-22,96,3-4,0.0,0.0
87XTACKH,Jonathan Berthelot,GTX Plus Basic,Bioholding,Won,2017-03-18,2017-05-26,69,3-4,1137.0,0.037408759124087594
0Z2CQ0MQ,Kami Bicknell,GTX Basic,Sonron,Won,2017-03-18,2017-03-28,10,0-1,453.0,-0.17636363636363636
4SK6YLB0,Kami Bicknell,GTX Plus Basic,Hottechi,Won,2017-03-18,2017-05-27,70,3-4,1065.0,-0.028284671532846715
EVVX3PQ5,Kami Bicknell,GTX Pro,Singletechno,Won,2017-03-18,2017-05-04,47,2,4373.0,-0.0929267786766231
9Y3JDP1B,Kami Bicknell,MG Advanced,Labdrill,Won,2017-03-18,2017-06-19,93,3-4,2560.0,-0.24550545240200414
ACB3QZAY,Kary Hendrixson,GTX Pro,Singletechno,Lost,2017-03-18,2017-06-04,78,3-4,0.0,0.0
COWC9H9T,Markita Hansen,GTX Plus Basic,Groovestreet,Won,2017-03-18,2017-03-31,13,0-1,1171.0,0.06843065693430657
ZTHMJWYZ,Markita Hansen,MG Special,Konex,Won,2017-03-18,2017-06-22,96,3-4,53.0,-0.03636363636363636
MMGWAWBA,Marty Freudenburg,GTX Plus Pro,Treequote,Won,2017-03-18,2017-06-02,76,3-4,6553.0,0.19536665450565488
8LPO6YCO,Marty Freudenburg,MG Advanced,Betatech,Won,2017-03-18,2017-05-07,50,2,3542.0,0.0439139404656646
CDUIUYY2,Moses Frase,MG Advanced,Finhigh,Won,2017-03-18,2017-06-11,85,3-4,3619.0,0.06660772178013558
9328IHHL,Wilburn Farren,MG Advanced,Bluth Company,Won,2017-03-18,2017-05-18,61,3-4,3589.0,0.05776598880047156
ZFB7CBR6,Zane Levy,GTX Plus Pro,Plexzap,Won,2017-03-18,2017-05-13,56,2,6262.0,0.14228383801532288
6RJE18RW,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,2017-03-19,2017-03-24,5,0-1,1161.0,0.05930656934306569
GK86H0SK,Cassey Cress,GTX Pro,Umbrella Corporation,Won,2017-03-19,2017-03-28,9,0-1,4975.0,0.03194358017008919
QXU90OP8,Corliss Cosme,GTX Basic,Zotware,Won,2017-03-19,2017-03-22,3,0-1,586.0,0.06545454545454546
NXXSU27K,Corliss Cosme,MG Special,The New York Inquirer,Won,2017-03-19,2017-03-25,6,0-1,41.0,-0.2545454545454545
06YL7WVJ,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-03-19,2017-03-21,2,0-1,929.0,-0.15237226277372262
K4Y8R0FX,Darcel Schlecht,MG Special,Streethex,Won,2017-03-19,2017-06-04,77,3-4,65.0,0.18181818181818182
F8O0IY28,Donn Cantrell,GTX Basic,Zencorporation,Won,2017-03-19,2017-03-30,11,0-1,574.0,0.04363636363636364
8T8J06EL,Gladys Colclough,GTX Pro,Condax,Lost,2017-03-19,2017-06-26,99,3-4,0.0,0.0
3AE6GW2D,Gladys Colclough,GTX Pro,Streethex,Lost,2017-03-19,2017-05-09,51,2,0.0,0.0
T0SEVT4K,Hayden Neloms,MG Advanced,Labdrill,Won,2017-03-19,2017-06-16,89,3-4,3028.0,-0.1075744179192455
36VPT9RZ,James Ascencio,GTX Basic,Singletechno,Won,2017-03-19,2017-03-26,7,0-1,403.0,-0.2672727272727273
R2RL1Y49,Kami Bicknell,GTX Basic,Sonron,Lost,2017-03-19,2017-05-16,58,2,0.0,0.0
7Q7SA3EK,Kami Bicknell,MG Advanced,Kan-code,Won,2017-03-19,2017-06-07,80,3-4,3290.0,-0.030356616563513114
6JI36HIE,Kary Hendrixson,MG Advanced,Sonron,Lost,2017-03-19,2017-06-23,96,3-4,0.0,0.0
B5CBSTM5,Kary Hendrixson,MG Advanced,Golddex,Won,2017-03-19,2017-03-29,10,0-1,3550.0,0.04627173592690834
SNBYNW8H,Moses Frase,MG Advanced,Rangreen,Won,2017-03-19,2017-06-23,96,3-4,3657.0,0.07780725022104333
IEN6RBZI,Reed Clapper,GTX Plus Basic,Zotware,Won,2017-03-19,2017-06-24,97,3-4,1046.0,-0.04562043795620438
9P026O47,Versie Hillebrand,MG Special,Warephase,Won,2017-03-19,2017-05-27,69,3-4,50.0,-0.09090909090909091
AJLNEUVY,Versie Hillebrand,MG Advanced,Funholding,Won,2017-03-19,2017-03-27,8,0-1,2871.0,-0.15384615384615385
LJIAOC0Q,Violet Mclelland,MG Special,Bioplex,Won,2017-03-19,2017-06-04,77,3-4,52.0,-0.05454545454545454
2BYD4WQ7,Anna Snelling,MG Special,Funholding,Lost,2017-03-20,2017-05-19,60,2,0.0,0.0
HP6DSCMH,Boris Faz,GTX Basic,Kan-code,Won,2017-03-20,2017-06-12,84,3-4,564.0,0.025454545454545455
FM4S93O6,Cassey Cress,GTX Plus Pro,Donware,Lost,2017-03-20,2017-05-23,64,3-4,0.0,0.0
GGPSSI5Q,Daniell Hammack,MG Advanced,Ganjaflex,Won,2017-03-20,2017-06-02,74,3-4,3780.0,0.11405835543766578
4D95LU0H,Darcel Schlecht,GTX Basic,Dambase,Won,2017-03-20,2017-06-24,96,3-4,491.0,-0.10727272727272727
KA79LTFF,Darcel Schlecht,GTX Basic,Dontechi,Won,2017-03-20,2017-03-30,10,0-1,604.0,0.09818181818181818
OBBVVO9O,Elease Gluck,GTK 500,Singletechno,Lost,2017-03-20,2017-05-27,68,3-4,0.0,0.0
83HX5CIJ,Kami Bicknell,GTX Basic,Sonron,Lost,2017-03-20,2017-03-23,3,0-1,0.0,0.0
SGV1FR3O,Kami Bicknell,GTX Basic,Cheers,Won,2017-03-20,2017-06-23,95,3-4,568.0,0.03272727272727273
TJ6U9HZ3,Kary Hendrixson,GTX Basic,Singletechno,Won,2017-03-20,2017-06-24,96,3-4,601.0,0.09272727272727273
1N99TLIA,Maureen Marcano,MG Advanced,Blackzim,Lost,2017-03-20,2017-06-02,74,3-4,0.0,0.0
JYE2QFGE,Niesha Huffines,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-20,2017-05-06,47,2,5616.0,0.024443633710324698
IEOMRMWW,Reed Clapper,GTX Pro,Zotware,Lost,2017-03-20,2017-06-28,100,3-4,0.0,0.0
ZW7N89K3,Rosalina Dieter,GTX Pro,Faxquote,Lost,2017-03-20,2017-05-18,59,2,0.0,0.0
MIU04JC2,Versie Hillebrand,MG Special,Dambase,Lost,2017-03-20,2017-06-21,93,3-4,0.0,0.0
VF2OKZY5,Vicki Laflamme,MG Advanced,Scotfind,Lost,2017-03-20,2017-06-12,84,3-4,0.0,0.0
QSBKLWSW,Violet Mclelland,GTX Basic,Opentech,Won,2017-03-20,2017-06-29,101,3-4,542.0,-0.014545454545454545
0GTJE2VQ,Wilburn Farren,GTX Basic,Gekko & Co,Won,2017-03-20,2017-06-14,86,3-4,497.0,-0.09636363636363636
H91G4MYP,Zane Levy,GTX Pro,J-Texon,Won,2017-03-20,2017-05-22,63,3-4,5443.0,0.1290188757519187
DDBH2FPP,Anna Snelling,GTX Plus Basic,Rangreen,Won,2017-03-21,2017-06-16,87,3-4,1037.0,-0.053832116788321165
N8F2PFQP,Boris Faz,GTX Plus Basic,Betasoloin,Won,2017-03-21,2017-04-03,13,0-1,992.0,-0.0948905109489051
WELHHO3U,Cecily Lampkin,GTX Plus Basic,Stanredtax,Won,2017-03-21,2017-03-30,9,0-1,966.0,-0.11861313868613138
CUAYGT78,Daniell Hammack,MG Advanced,Zotware,Lost,2017-03-21,2017-06-26,97,3-4,0.0,0.0
9KDR9PQX,Garret Kinder,GTX Plus Pro,Vehement Capital Partners,Lost,2017-03-21,2017-04-01,11,0-1,0.0,0.0
8A5HA974,Jonathan Berthelot,GTX Basic,Warephase,Lost,2017-03-21,2017-04-01,11,0-1,0.0,0.0
M1L0IWB6,Jonathan Berthelot,MG Advanced,Ron-tech,Won,2017-03-21,2017-05-11,51,2,3232.0,-0.04745063365753021
I2U6MKUT,Reed Clapper,GTX Basic,Ganjaflex,Won,2017-03-21,2017-05-29,69,3-4,548.0,-0.0036363636363636364
RK6UFTI8,Wilburn Farren,MG Advanced,Plussunin,Lost,2017-03-21,2017-03-26,5,0-1,0.0,0.0
ECOU1XXZ,Anna Snelling,MG Special,Ron-tech,Won,2017-03-22,2017-05-30,69,3-4,52.0,-0.05454545454545454
OTDDPHWJ,Darcel Schlecht,GTX Pro,Genco Pura Olive Oil Company,Lost,2017-03-22,2017-05-28,67,3-4,0.0,0.0
20N9WSRC,Darcel Schlecht,GTX Pro,Globex Corporation,Lost,2017-03-22,2017-05-23,62,3-4,0.0,0.0
IJ4GXGCU,Darcel Schlecht,GTX Pro,Isdom,Won,2017-03-22,2017-03-30,8,0-1,5109.0,0.059738643434972
U0G8KIPB,Gladys Colclough,MG Special,Codehow,Won,2017-03-22,2017-06-21,91,3-4,49.0,-0.10909090909090909
2YVVZN5L,Jonathan Berthelot,GTX Plus Basic,Konmatfix,Lost,2017-03-22,2017-05-03,42,2,0.0,0.0
TGW7OYMD,Kami Bicknell,GTX Basic,Kan-code,Won,2017-03-22,2017-06-25,95,3-4,447.0,-0.18727272727272729
XJ9RQU4K,Lajuana Vencill,MG Advanced,Isdom,Won,2017-03-22,2017-06-14,84,3-4,3430.0,0.010904804008252285
4TRMURKI,Niesha Huffines,GTX Basic,Condax,Lost,2017-03-22,2017-06-18,88,3-4,0.0,0.0
TJXY9DQG,Reed Clapper,MG Advanced,Donquadtech,Won,2017-03-22,2017-06-10,80,3-4,3245.0,-0.04361921603300914
DV9ZB9KL,Versie Hillebrand,GTX Basic,Bioholding,Lost,2017-03-22,2017-03-27,5,0-1,0.0,0.0
J712QVSG,Versie Hillebrand,MG Special,Ron-tech,Won,2017-03-22,2017-03-26,4,0-1,61.0,0.10909090909090909
LCBVIPRA,Vicki Laflamme,MG Special,Golddex,Won,2017-03-22,2017-06-29,99,3-4,60.0,0.09090909090909091
88R08IL1,Violet Mclelland,MG Special,Kan-code,Lost,2017-03-22,2017-04-01,10,0-1,0.0,0.0
WNMF0OHM,Anna Snelling,GTX Plus Pro,Dambase,Won,2017-03-23,2017-04-01,9,0-1,5060.0,-0.07697920466982854
I0D1O3GX,Boris Faz,GTX Basic,Xx-zobam,Lost,2017-03-23,2017-04-01,9,0-1,0.0,0.0
7LNGJB3S,Cassey Cress,GTX Basic,Kan-code,Won,2017-03-23,2017-04-01,9,0-1,585.0,0.06363636363636363
AVD2WQZY,Corliss Cosme,GTX Pro,Sumace,Lost,2017-03-23,2017-06-11,80,3-4,0.0,0.0
UD9V38LV,Donn Cantrell,GTX Pro,Betasoloin,Lost,2017-03-23,2017-05-19,57,2,0.0,0.0
JMTO8BPQ,Gladys Colclough,GTX Pro,Hottechi,Lost,2017-03-23,2017-04-03,11,0-1,0.0,0.0
06YBVWXZ,Kami Bicknell,GTX Pro,Condax,Lost,2017-03-23,2017-04-03,11,0-1,0.0,0.0
1VCAS7FL,Lajuana Vencill,MG Special,Condax,Lost,2017-03-23,2017-04-05,13,0-1,0.0,0.0
G2TASA8C,Lajuana Vencill,MG Special,Dontechi,Lost,2017-03-23,2017-06-15,84,3-4,0.0,0.0
CRW2CCMB,Markita Hansen,GTX Basic,Nam-zim,Won,2017-03-23,2017-06-05,74,3-4,572.0,0.04
7FER10E1,Markita Hansen,MG Special,Golddex,Won,2017-03-23,2017-06-08,77,3-4,54.0,-0.01818181818181818
K96NUCWR,Moses Frase,GTX Basic,Dontechi,Lost,2017-03-23,2017-04-01,9,0-1,0.0,0.0
SE609QTE,Versie Hillebrand,MG Special,Stanredtax,Won,2017-03-23,2017-05-05,43,2,60.0,0.09090909090909091
CT9XECID,Versie Hillebrand,MG Advanced,Zumgoity,Won,2017-03-23,2017-04-01,9,0-1,3251.0,-0.04185086943707633
SUO8VZQ8,Vicki Laflamme,GTX Plus Pro,Lexiqvolax,Won,2017-03-23,2017-06-14,83,3-4,5930.0,0.0817219992703393
9LX9MAPU,Violet Mclelland,GTX Plus Basic,Mathtouch,Won,2017-03-23,2017-04-01,9,0-1,941.0,-0.14142335766423358
PHP5V833,Anna Snelling,GTX Basic,Cancity,Lost,2017-03-24,2017-05-18,55,2,0.0,0.0
7XEB6TFB,Anna Snelling,MG Special,Scottech,Won,2017-03-24,2017-06-06,74,3-4,56.0,0.01818181818181818
KV9LW061,Anna Snelling,MG Advanced,Codehow,Won,2017-03-24,2017-04-04,11,0-1,3445.0,0.01532567049808429
8RZ1A49O,Cecily Lampkin,MG Special,Bioholding,Won,2017-03-24,2017-03-31,7,0-1,54.0,-0.01818181818181818
V4EKF9RF,Corliss Cosme,MG Advanced,Mathtouch,Won,2017-03-24,2017-03-31,7,0-1,3498.0,0.03094606542882405
VJ1EK4A3,Daniell Hammack,GTX Basic,Vehement Capital Partners,Won,2017-03-24,2017-04-02,9,0-1,540.0,-0.01818181818181818
65B8HSTW,Daniell Hammack,GTX Pro,Gekko & Co,Won,2017-03-24,2017-04-02,9,0-1,4986.0,0.03422526446795271
KIJB458K,Darcel Schlecht,GTX Plus Pro,Toughzap,Lost,2017-03-24,2017-04-03,10,0-1,0.0,0.0
8PHJ7N4E,Darcel Schlecht,GTX Plus Pro,Domzoom,Won,2017-03-24,2017-05-15,52,2,5214.0,-0.048887267420649395
EDAJ0YEW,Darcel Schlecht,GTX Pro,Isdom,Won,2017-03-24,2017-03-30,6,0-1,4794.0,-0.005600497822028625
9X5HUUJ5,James Ascencio,GTX Plus Basic,Kan-code,Lost,2017-03-24,2017-04-02,9,0-1,0.0,0.0
21S1ETXM,Kary Hendrixson,GTX Plus Basic,Scotfind,Lost,2017-03-24,2017-04-03,10,0-1,0.0,0.0
54JFGNXN,Lajuana Vencill,GTX Basic,Cancity,Won,2017-03-24,2017-05-27,64,3-4,648.0,0.1781818181818182
WLXPA3LB,Lajuana Vencill,MG Advanced,Dontechi,Won,2017-03-24,2017-06-30,98,3-4,3040.0,-0.1040377247273799
3WQMBMSN,Marty Freudenburg,GTX Plus Basic,Treequote,Won,2017-03-24,2017-06-30,98,3-4,1185.0,0.0812043795620438
XIKWT7HM,Marty Freudenburg,MG Special,Finhigh,Won,2017-03-24,2017-03-26,2,0-1,48.0,-0.12727272727272726
J9QQVBQX,Maureen Marcano,GTX Plus Basic,J-Texon,Lost,2017-03-24,2017-04-01,8,0-1,0.0,0.0
I51MJ7PP,Maureen Marcano,GTX Plus Basic,Cheers,Won,2017-03-24,2017-06-30,98,3-4,1021.0,-0.06843065693430657
V690FQG4,Maureen Marcano,GTX Plus Basic,Scotfind,Won,2017-03-24,2017-05-26,63,3-4,1264.0,0.15328467153284672
OSB9S3PI,Moses Frase,MG Special,Zumgoity,Lost,2017-03-24,2017-05-23,60,2,0.0,0.0
JWRSTAU8,Moses Frase,GTX Basic,Ron-tech,Won,2017-03-24,2017-06-12,80,3-4,503.0,-0.08545454545454545
YYAZ4JBY,Reed Clapper,GTX Pro,Ganjaflex,Won,2017-03-24,2017-04-03,10,0-1,4440.0,-0.07902924704418171
8SEGAAT7,Versie Hillebrand,GTX Plus Basic,Inity,Lost,2017-03-24,2017-04-03,10,0-1,0.0,0.0
4L36DJTM,Versie Hillebrand,MG Special,Rangreen,Won,2017-03-24,2017-04-02,9,0-1,52.0,-0.05454545454545454
7Z3S4XV9,Vicki Laflamme,GTX Basic,Konex,Lost,2017-03-24,2017-04-03,10,0-1,0.0,0.0
SQOW8W0G,Violet Mclelland,GTX Basic,Initech,Lost,2017-03-24,2017-05-05,42,2,0.0,0.0
W3LGBNI2,Violet Mclelland,MG Special,Gekko & Co,Lost,2017-03-24,2017-04-06,13,0-1,0.0,0.0
J2B3UZXA,Violet Mclelland,GTX Basic,Gekko & Co,Won,2017-03-24,2017-03-26,2,0-1,499.0,-0.09272727272727273
VH78FLDN,Zane Levy,GTX Pro,Cheers,Lost,2017-03-24,2017-04-03,10,0-1,0.0,0.0
KZKMLY96,Zane Levy,GTX Plus Basic,Condax,Won,2017-03-24,2017-03-29,5,0-1,1159.0,0.05748175182481752
9BGKQZ3H,Anna Snelling,MG Special,Domzoom,Lost,2017-03-25,2017-04-03,9,0-1,0.0,0.0
H6NJKV4F,Boris Faz,GTX Plus Pro,Betasoloin,Won,2017-03-25,2017-05-20,56,2,5479.0,-0.0005472455308281649
L69Q015M,Daniell Hammack,GTX Pro,Zotware,Won,2017-03-25,2017-05-19,55,2,4555.0,-0.05517527483924497
RX3F3VIU,Darcel Schlecht,MG Special,Hottechi,Lost,2017-03-25,2017-04-02,8,0-1,0.0,0.0
R5I9AAFG,Elease Gluck,MG Special,Fasehatice,Lost,2017-03-25,2017-05-25,61,3-4,0.0,0.0
JQ3HJFNA,Garret Kinder,GTX Plus Basic,Initech,Won,2017-03-25,2017-03-28,3,0-1,1026.0,-0.06386861313868614
XCC1C1GG,Gladys Colclough,GTX Basic,Stanredtax,Won,2017-03-25,2017-04-03,9,0-1,503.0,-0.08545454545454545
WI1HQSIS,Gladys Colclough,GTX Plus Basic,Streethex,Won,2017-03-25,2017-06-14,81,3-4,1144.0,0.043795620437956206
LCTI4CFV,Gladys Colclough,MG Special,Genco Pura Olive Oil Company,Won,2017-03-25,2017-06-16,83,3-4,55.0,0.0
8GMDSXYY,Markita Hansen,MG Advanced,Kan-code,Won,2017-03-25,2017-04-06,12,0-1,3181.0,-0.062481579722959035
QLTDWAEM,Marty Freudenburg,MG Special,Scottech,Won,2017-03-25,2017-06-19,86,3-4,54.0,-0.01818181818181818
UB8M6I5R,Maureen Marcano,GTX Pro,Singletechno,Won,2017-03-25,2017-06-30,97,3-4,3959.0,-0.17880107861439534
EBTJPEEY,Niesha Huffines,GTX Basic,Streethex,Won,2017-03-25,2017-05-31,67,3-4,571.0,0.038181818181818185
ATW70WX1,Reed Clapper,GTX Pro,Donquadtech,Lost,2017-03-25,2017-04-05,11,0-1,0.0,0.0
9DBMY3OF,Vicki Laflamme,GTX Basic,Kan-code,Lost,2017-03-25,2017-04-04,10,0-1,0.0,0.0
HRV9DSYF,Vicki Laflamme,GTX Basic,Blackzim,Won,2017-03-25,2017-04-03,9,0-1,545.0,-0.00909090909090909
MNC7Q3JJ,Vicki Laflamme,GTX Basic,Labdrill,Won,2017-03-25,2017-06-21,88,3-4,554.0,0.007272727272727273
E3WWC6FJ,Violet Mclelland,MG Special,Yearin,Won,2017-03-25,2017-04-02,8,0-1,68.0,0.23636363636363636
QKKZQJ46,Violet Mclelland,MG Special,Zencorporation,Won,2017-03-25,2017-06-16,83,3-4,52.0,-0.05454545454545454
M52B4VC5,Anna Snelling,MG Special,Globex Corporation,Lost,2017-03-26,2017-04-04,9,0-1,0.0,0.0
Z72Y3C3C,Anna Snelling,MG Special,Dontechi,Won,2017-03-26,2017-04-04,9,0-1,54.0,-0.01818181818181818
FQPPZ9NQ,Cassey Cress,MG Advanced,Donware,Won,2017-03-26,2017-05-25,60,2,3822.0,0.12643678160919541
DUHS8KVY,Daniell Hammack,GTX Plus Basic,The New York Inquirer,Won,2017-03-26,2017-04-05,10,0-1,971.0,-0.11405109489051095
M72CT8RN,Daniell Hammack,GTX Plus Pro,Donware,Won,2017-03-26,2017-04-05,10,0-1,6024.0,0.09886902590295513
XBFTCRLN,Darcel Schlecht,GTX Pro,Stanredtax,Won,2017-03-26,2017-04-04,9,0-1,4820.0,-0.00020742584526031943
3ZILMRQK,Donn Cantrell,GTX Plus Pro,Kinnamplus,Lost,2017-03-26,2017-05-28,63,3-4,0.0,0.0
FZ72CGOI,Garret Kinder,GTX Pro,Plussunin,Lost,2017-03-26,2017-06-25,91,3-4,0.0,0.0
72HZ4LDT,Garret Kinder,MG Advanced,Ganjaflex,Won,2017-03-26,2017-04-02,7,0-1,2940.0,-0.13351016799292661
